target_id,target,sport,work_package,status,evidence,source,source_date,capabilities_validated,backend_tests,frontend_tests,device_tests,blocker_or_notes
espn:water-polo:womens-college-water-polo,NCAA Women's Water Polo,water-polo,W3-new-sports,limited,docs/sports-coverage/evidence/water-polo--womens-college-water-polo.json,https://site.api.espn.com/apis/site/v2/sports/water-polo/womens-college-water-polo/scoreboard,2026-09-24T21:03:24.538738+00:00,schedule;final-result,provider-fixture-only; integration-not-run,not-run,not-run,Dated current/relevant-season named-participant sample verified; live transitions and season completeness unverified.
cricket-discovery-01,Men ICC ODI World Cup,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
cricket-discovery-02,Women ICC ODI World Cup,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
cricket-discovery-03,Men ICC T20 World Cup,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
cricket-discovery-04,Women ICC T20 World Cup,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
cricket-discovery-05,ICC Champions Trophy,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
cricket-discovery-06,ICC World Test Championship,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
cricket-discovery-07,International Test series including Ashes,cricket,W4-cricket,limited,"Fresh matching scoreboard identity, named series and dated events in cricket-series-validation.json",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,schedule;final-result;innings-detail,TestCricketCapturedSeries; TestCricketFourInningsPreserveOwnershipAndOvers,not-run,not-run,Named sampled series only; discovery remains incomplete at500 rows; live updates and all international series not established.
cricket-discovery-08,International ODI series,cricket,W4-cricket,limited,"Fresh matching scoreboard identity, named series and dated events in cricket-series-validation.json",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,schedule,TestCricketCapturedSeries; TestCricketFourInningsPreserveOwnershipAndOvers,not-run,not-run,Named sampled series only; discovery remains incomplete at500 rows; live updates and all international series not established.
cricket-discovery-09,International T20I series,cricket,W4-cricket,limited,"Fresh matching scoreboard identity, named series and dated events in cricket-series-validation.json",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,schedule,TestCricketCapturedSeries; TestCricketFourInningsPreserveOwnershipAndOvers,not-run,not-run,Named sampled series only; discovery remains incomplete at500 rows; live updates and all international series not established.
cricket-discovery-10,Big Bash League,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
cricket-discovery-11,Women Big Bash League,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
cricket-discovery-12,Pakistan Super League,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
cricket-discovery-13,SA20,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
cricket-discovery-14,Caribbean Premier League,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
cricket-discovery-15,Major League Cricket,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
cricket-discovery-16,The Hundred men,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
cricket-discovery-17,The Hundred women,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
cricket-discovery-18,Women Premier League,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
cricket-discovery-19,Bangladesh Premier League,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
cricket-discovery-20,Lanka Premier League,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
cricket-discovery-21,International League T20,cricket,W4-cricket,blocked,"Fresh dropdown HTTP200,500 rows; page=2 and year=2026 returned same first/last entries. No main competition slug found; qualifiers/warmups are distinct competitions.",https://site.api.espn.com/apis/site/v2/leagues/dropdown?region=us&lang=en&sport=cricket,2026-09-24,,TestCricketDropdownSeparatesSeriesAndPreservesIPL; TestCricketDiscoveryPersistsAndKeepsLastGood,not-run,not-run,Public ESPNcricinfo selector returned403; no bypass. Need validated public recurring competition mapping or authorized alternative. Do not use trophy IDs as scoreboard IDs.
additional:wrestling,Wrestling: college men and women,wrestling,W6-source-resolution,blocked,w6-findings.json,https://www.ncaa.com/sports/wrestling-men,,,not-run,not-run,not-run,"Obtain authorized results interface with men's/women's, weight class, bout and team identities."
additional:gymnastics,Gymnastics: college men and women,gymnastics,W6-source-resolution,blocked,w6-findings.json,https://www.ncaa.com/sports/gymnastics-women,,,not-run,not-run,not-run,Resolve authorized meet/apparatus/team/athlete result source and decimal precision before adapter.
additional:swimming-diving,Swimming/diving: college men and women,swimming-diving,W6-source-resolution,blocked,w6-findings.json,https://www.ncaa.com/sports/swimming-men,,,not-run,not-run,not-run,"Resolve authorized swim/dive results, units, lanes/heats and gender/division mappings."
additional:track-field,"Track/field: indoor and outdoor, college men and women",track-field,W6-source-resolution,blocked,w6-findings.json,https://www.ncaa.com/sports/trackfield-outdoor-men,,,not-run,not-run,not-run,"Obtain partner-supported meet discovery/results access or scope an HTML adapter separately; present evidence covers one indoor championship, not outdoor/full college schedules."
additional:volleyball,Professional volleyball outside NCAA,volleyball,W6-source-resolution,blocked,w6-findings.json,https://api-sports.io/documentation/volleyball/v1,,,not-run,not-run,not-run,Choose exact professional leagues and obtain authorized data; generic volleyball endpoint is insufficient evidence.
additional:boxing,Improve existing limited boxing coverage,boxing,W5-combat,blocked,w6-findings.json,https://www.thesportsdb.com/documentation,,,not-run,not-run,not-run,Validate complete dated boxing schedules and results with authorized source before widening existing limited capability.
